Job Name,Company Name,Tag,Level,Location
Project Manager,CÔNG TY CỔ PHẦN CÔNG NGHỆ SICIX,Chuyên môn IT Project Manager,Trưởng/Phó phòng,"- Hà Nội: Tháp Tây, Chung cư học viện bộ Quốc phòng, Xuân La, Tây Hồ"
Project Manager,CÔNG TY CỔ PHẦN CÔNG NGHỆ SICIX,IT - Phần mềm,Trưởng/Phó phòng,"- Hà Nội: Tháp Tây, Chung cư học viện bộ Quốc phòng, Xuân La, Tây Hồ"
Project Manager,CÔNG TY CỔ PHẦN CÔNG NGHỆ SICIX,Điện toán đám mây (Cloud),Trưởng/Phó phòng,"- Hà Nội: Tháp Tây, Chung cư học viện bộ Quốc phòng, Xuân La, Tây Hồ"
Project Manager,CÔNG TY CỔ PHẦN CÔNG NGHỆ SICIX,IT - Phần cứng và máy tính,Trưởng/Phó phòng,"- Hà Nội: Tháp Tây, Chung cư học viện bộ Quốc phòng, Xuân La, Tây Hồ"
Project Manager,CÔNG TY CỔ PHẦN CÔNG NGHỆ SICIX,Nghỉ thứ 7,Trưởng/Phó phòng,"- Hà Nội: Tháp Tây, Chung cư học viện bộ Quốc phòng, Xuân La, Tây Hồ"
Game Tester,Winter Wolf - IEC Games,Chuyên môn Game Tester,Thực tập sinh,"- Hà Nội: Hoàng Đạo Thuý, Cầu Giấy"
Game Tester,Winter Wolf - IEC Games,IT - Phần mềm,Thực tập sinh,"- Hà Nội: Hoàng Đạo Thuý, Cầu Giấy"
Game Tester,Winter Wolf - IEC Games,Tiếng Anh TOEIC 500,Thực tập sinh,"- Hà Nội: Hoàng Đạo Thuý, Cầu Giấy"
Game Tester,Winter Wolf - IEC Games,Tiếng Anh Đọc hiểu,Thực tập sinh,"- Hà Nội: Hoàng Đạo Thuý, Cầu Giấy"
Game Tester,Winter Wolf - IEC Games,Tuổi 21 - 23,Thực tập sinh,"- Hà Nội: Hoàng Đạo Thuý, Cầu Giấy"
Software Engineer Java,Công ty Cổ phần Công nghệ KiotViet,Chuyên môn Software Engineer,Nhân viên,"- Hà Nội: 1A Yết Kiêu - Phường Cửa Nam, Hoàn Kiếm"
Software Engineer Java,Công ty Cổ phần Công nghệ KiotViet,IT - Phần mềm,Nhân viên,"- Hà Nội: 1A Yết Kiêu - Phường Cửa Nam, Hoàn Kiếm"
Software Engineer Java,Công ty Cổ phần Công nghệ KiotViet,Kế toán,Nhân viên,"- Hà Nội: 1A Yết Kiêu - Phường Cửa Nam, Hoàn Kiếm"
Software Engineer Java,Công ty Cổ phần Công nghệ KiotViet,Thương mại điện tử,Nhân viên,"- Hà Nội: 1A Yết Kiêu - Phường Cửa Nam, Hoàn Kiếm"
Trưởng Nhóm Phân Tích Nghiệp Vụ,CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ HOÀNG HUY,Chuyên môn Business Analyst (Phân tích nghiệp vụ),Trưởng nhóm,"- Hà Nội: Linh Đàm, Hoàng Mai"
Trưởng Nhóm Phân Tích Nghiệp Vụ,CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ HOÀNG HUY,IT - Phần mềm,Trưởng nhóm,"- Hà Nội: Linh Đàm, Hoàng Mai"
Trưởng Nhóm Phân Tích Nghiệp Vụ,CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ HOÀNG HUY,IT - Phần cứng và máy tính,Trưởng nhóm,"- Hà Nội: Linh Đàm, Hoàng Mai"
Trưởng Nhóm Phân Tích Nghiệp Vụ,CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ HOÀNG HUY,Nghỉ thứ 7,Trưởng nhóm,"- Hà Nội: Linh Đàm, Hoàng Mai"
ReactJs Developer,Công ty Cổ phần Công nghệ Tài chính Goline,Chuyên môn Fullstack Developer,Nhân viên,"- Hà Nội: Tòa Nhà Kim Ánh, 78 Duy Tân, Cầu Giấy"
Manual Tester QA,Công ty cổ phần BUFF Fintech,Chuyên môn Manual Tester,Nhân viên,"- Hà Nội: Tầng M, Yên Hòa ParkView, số 3 Vũ Phạm Hàm, Cầu Giấy"
Manual Tester QA,Công ty cổ phần BUFF Fintech,Ngân hàng,Nhân viên,"- Hà Nội: Tầng M, Yên Hòa ParkView, số 3 Vũ Phạm Hàm, Cầu Giấy"
Manual Tester QA,Công ty cổ phần BUFF Fintech,Tài chính,Nhân viên,"- Hà Nội: Tầng M, Yên Hòa ParkView, số 3 Vũ Phạm Hàm, Cầu Giấy"
Manual Tester QA,Công ty cổ phần BUFF Fintech,Chứng khoán,Nhân viên,"- Hà Nội: Tầng M, Yên Hòa ParkView, số 3 Vũ Phạm Hàm, Cầu Giấy"
Manual Tester QA,Công ty cổ phần BUFF Fintech,Nghỉ thứ 7,Nhân viên,"- Hà Nội: Tầng M, Yên Hòa ParkView, số 3 Vũ Phạm Hàm, Cầu Giấy"
IT Analyst,CÔNG TY CỔ PHẦN GREEN SPEED,Chuyên môn System Engineer,Nhân viên,"- Hà Nội: Lot 41A & B, Quang Minh IZ, Mê Linh"
IT Analyst,CÔNG TY CỔ PHẦN GREEN SPEED,IT - Phần mềm,Nhân viên,"- Hà Nội: Lot 41A & B, Quang Minh IZ, Mê Linh"
IT Analyst,CÔNG TY CỔ PHẦN GREEN SPEED,Công nghệ kỹ thuật,Nhân viên,"- Hà Nội: Lot 41A & B, Quang Minh IZ, Mê Linh"
IT Analyst,CÔNG TY CỔ PHẦN GREEN SPEED,Tiếng Anh Giao tiếp thành thạo,Nhân viên,"- Hà Nội: Lot 41A & B, Quang Minh IZ, Mê Linh"
IT Analyst,CÔNG TY CỔ PHẦN GREEN SPEED,Tuổi 32 - 45,Nhân viên,"- Hà Nội: Lot 41A & B, Quang Minh IZ, Mê Linh"
2D Game Artist Hà Nội,Văn phòng đại diện NSTAGE INC tại thành phố Hà Nội,Chuyên môn Concept Artist,Nhân viên,"- Hà Nội: đường Hoàng Đạo Thúy, phường Trung Hòa, Cầu Giấy"
2D Game Artist Hà Nội,Văn phòng đại diện NSTAGE INC tại thành phố Hà Nội,Game,Nhân viên,"- Hà Nội: đường Hoàng Đạo Thúy, phường Trung Hòa, Cầu Giấy"
2D Game Artist Hà Nội,Văn phòng đại diện NSTAGE INC tại thành phố Hà Nội,Mỹ thuật / Nghệ thuật / Điện ảnh,Nhân viên,"- Hà Nội: đường Hoàng Đạo Thúy, phường Trung Hòa, Cầu Giấy"
2D Game Artist Hà Nội,Văn phòng đại diện NSTAGE INC tại thành phố Hà Nội,Thiết kế / Kiến trúc,Nhân viên,"- Hà Nội: đường Hoàng Đạo Thúy, phường Trung Hòa, Cầu Giấy"
2D Game Artist Hà Nội,Văn phòng đại diện NSTAGE INC tại thành phố Hà Nội,Tiếng Anh Giao tiếp cơ bản,Nhân viên,"- Hà Nội: đường Hoàng Đạo Thúy, phường Trung Hòa, Cầu Giấy"
2D Game Artist Hà Nội,Văn phòng đại diện NSTAGE INC tại thành phố Hà Nội,Tiếng Hàn Giao tiếp cơ bản,Nhân viên,"- Hà Nội: đường Hoàng Đạo Thúy, phường Trung Hòa, Cầu Giấy"
Kỹ Thuật Viên,CÔNG TY CỔ PHẦN ĐẦU TƯ VÔ VI,Chuyên môn Công nghệ thông tin khác,Nhân viên,"- Hà Nội: 131 Thịnh Quang, Đống Đa"
Kỹ Thuật Viên,CÔNG TY CỔ PHẦN ĐẦU TƯ VÔ VI,IT - Phần cứng và máy tính,Nhân viên,"- Hà Nội: 131 Thịnh Quang, Đống Đa"
Kỹ Thuật Viên,CÔNG TY CỔ PHẦN ĐẦU TƯ VÔ VI,IT - Phần mềm,Nhân viên,"- Hà Nội: 131 Thịnh Quang, Đống Đa"
Kỹ Thuật Viên,CÔNG TY CỔ PHẦN ĐẦU TƯ VÔ VI,Tuổi 23 - 40,Nhân viên,"- Hà Nội: 131 Thịnh Quang, Đống Đa"
,CÔNG TY TNHH MỘT THÀNH VIÊN AN NINH MẠNG VIETTEL,Chuyên môn AI Engineer,Nhân viên,"- Hà Nội: Keangnam Landmark 72, Phạm Hùng, Từ Liêm"
,Công ty cổ phần TechLead,Chuyên môn Software Engineer,Trưởng nhóm,"- Hà Nội: Tầng 4 - Số 11 Nguyển Xiển - Thanh Xuân, Thanh Xuân"
,Công ty cổ phần TechLead,IT - Phần mềm,Trưởng nhóm,"- Hà Nội: Tầng 4 - Số 11 Nguyển Xiển - Thanh Xuân, Thanh Xuân"
Mobile Developer,CÔNG TY CP THƯƠNG MẠI XUẤT NHẬP KHẨU PHƯƠNG KHANG,Chuyên môn Công nghệ thông tin khác,Nhân viên,"- Hà Nội: IP3 Imperial Plaza 360 Giải Phóng, Phương Liệt, Thanh Xuân, Thanh Xuân"
Mobile Developer,CÔNG TY CP THƯƠNG MẠI XUẤT NHẬP KHẨU PHƯƠNG KHANG,IT - Phần mềm,Nhân viên,"- Hà Nội: IP3 Imperial Plaza 360 Giải Phóng, Phương Liệt, Thanh Xuân, Thanh Xuân"
Mobile Developer,CÔNG TY CP THƯƠNG MẠI XUẤT NHẬP KHẨU PHƯƠNG KHANG,Tuổi 24 - 35,Nhân viên,"- Hà Nội: IP3 Imperial Plaza 360 Giải Phóng, Phương Liệt, Thanh Xuân, Thanh Xuân"
Nhân Viên Vận Hành Hệ Thống,Công Ty TNHH Thương Mại & Xuất Nhập Khẩu Nhất Lâm,Chuyên môn Technical Leader,Nhân viên,"- Hà Nội: H18+19 Ngõ 68 Trung Kín, Cầu Giấy"
Nhân Viên Vận Hành Hệ Thống,Công Ty TNHH Thương Mại & Xuất Nhập Khẩu Nhất Lâm,IT - Phần cứng và máy tính,Nhân viên,"- Hà Nội: H18+19 Ngõ 68 Trung Kín, Cầu Giấy"
Nhân Viên Vận Hành Hệ Thống,Công Ty TNHH Thương Mại & Xuất Nhập Khẩu Nhất Lâm,Tuổi 25 - 45,Nhân viên,"- Hà Nội: H18+19 Ngõ 68 Trung Kín, Cầu Giấy"
Kỹ Sư,FPT Software,Chuyên môn Blockchain Engineer,Nhân viên,"- Hà Nội: Khu công nghệ cao Hòa Lạc, Thạch Thất"
Kỹ Sư,FPT Software,IT - Phần mềm,Nhân viên,"- Hà Nội: Khu công nghệ cao Hòa Lạc, Thạch Thất"
Kỹ Sư,FPT Software,Tiếng Anh TOEIC 800,Nhân viên,"- Hà Nội: Khu công nghệ cao Hòa Lạc, Thạch Thất"
Kỹ Sư,FPT Software,Tiếng Anh IELTS 6.0,Nhân viên,"- Hà Nội: Khu công nghệ cao Hòa Lạc, Thạch Thất"
Kỹ Sư,FPT Software,Tiếng Anh IELTS 6.5,Nhân viên,"- Hà Nội: Khu công nghệ cao Hòa Lạc, Thạch Thất"
Kỹ Sư,FPT Software,Tiếng Anh IELTS 7.0,Nhân viên,"- Hà Nội: Khu công nghệ cao Hòa Lạc, Thạch Thất"
Kỹ Sư,FPT Software,Tiếng Anh IELTS 7.5,Nhân viên,"- Hà Nội: Khu công nghệ cao Hòa Lạc, Thạch Thất"
Kỹ Sư,FPT Software,Tiếng Anh IELTS 8.0,Nhân viên,"- Hà Nội: Khu công nghệ cao Hòa Lạc, Thạch Thất"
Kỹ Sư,FPT Software,Tiếng Nhật JLPT N4,Nhân viên,"- Hà Nội: Khu công nghệ cao Hòa Lạc, Thạch Thất"
Kỹ Sư,FPT Software,Tiếng Nhật JLPT N3,Nhân viên,"- Hà Nội: Khu công nghệ cao Hòa Lạc, Thạch Thất"
Kỹ Sư,FPT Software,Tiếng Nhật JLPT N2,Nhân viên,"- Hà Nội: Khu công nghệ cao Hòa Lạc, Thạch Thất"
Business Analyst Nhân Viên Phân Tích Nghiệp Vụ,CÔNG TY CỔ PHẦN FIVE-STAR E-LEARNING,Chuyên môn Business Analyst (Phân tích nghiệp vụ),Trưởng nhóm,"- Hà Nội: 35 Lạc Trung, Hai Bà Trưng"
Business Analyst Nhân Viên Phân Tích Nghiệp Vụ,CÔNG TY CỔ PHẦN FIVE-STAR E-LEARNING,IT - Phần mềm,Trưởng nhóm,"- Hà Nội: 35 Lạc Trung, Hai Bà Trưng"
Business Analyst Nhân Viên Phân Tích Nghiệp Vụ,CÔNG TY CỔ PHẦN FIVE-STAR E-LEARNING,Nghỉ thứ 7,Trưởng nhóm,"- Hà Nội: 35 Lạc Trung, Hai Bà Trưng"
AI Engineer,CÔNG TY TNHH DỊCH VỤ SỐ DIGILIFE VIỆT NAM,Chuyên môn AI Engineer,Nhân viên,"- Hà Nội: Tầng 11, Toà Peakview, 36 Hoàng Cầu, Ô Chợ Dừa, Đống Đa"
AI Engineer,CÔNG TY TNHH DỊCH VỤ SỐ DIGILIFE VIỆT NAM,IT - Phần mềm,Nhân viên,"- Hà Nội: Tầng 11, Toà Peakview, 36 Hoàng Cầu, Ô Chợ Dừa, Đống Đa"
AI Engineer,CÔNG TY TNHH DỊCH VỤ SỐ DIGILIFE VIỆT NAM,Viễn thông,Nhân viên,"- Hà Nội: Tầng 11, Toà Peakview, 36 Hoàng Cầu, Ô Chợ Dừa, Đống Đa"
AI Engineer,CÔNG TY TNHH DỊCH VỤ SỐ DIGILIFE VIỆT NAM,Nghỉ thứ 7,Nhân viên,"- Hà Nội: Tầng 11, Toà Peakview, 36 Hoàng Cầu, Ô Chợ Dừa, Đống Đa"
Kỹ Sư,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,Chuyên môn System Engineer,Nhân viên,"- Hà Nội: Tầng 41, Landmark 72, Keangnam, Phạm Hùng, Nam Từ Liêm - Hồ Chí Minh: Tầng 28, Tòa Viettel Complex, CMT8, Quận 10"
Kỹ Sư,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,An ninh mạng,Nhân viên,"- Hà Nội: Tầng 41, Landmark 72, Keangnam, Phạm Hùng, Nam Từ Liêm - Hồ Chí Minh: Tầng 28, Tòa Viettel Complex, CMT8, Quận 10"
Kỹ Sư,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,IT - Phần mềm,Nhân viên,"- Hà Nội: Tầng 41, Landmark 72, Keangnam, Phạm Hùng, Nam Từ Liêm - Hồ Chí Minh: Tầng 28, Tòa Viettel Complex, CMT8, Quận 10"
Kỹ Sư,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,IT - Phần cứng và máy tính,Nhân viên,"- Hà Nội: Tầng 41, Landmark 72, Keangnam, Phạm Hùng, Nam Từ Liêm - Hồ Chí Minh: Tầng 28, Tòa Viettel Complex, CMT8, Quận 10"
Kỹ Sư,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,Nghỉ thứ 7,Nhân viên,"- Hà Nội: Tầng 41, Landmark 72, Keangnam, Phạm Hùng, Nam Từ Liêm - Hồ Chí Minh: Tầng 28, Tòa Viettel Complex, CMT8, Quận 10"
C++ Developer,Công ty cổ phần Công nghệ VISSOFT,Chuyên môn Backend Developer,Nhân viên,"- Hà Nội: Tòa Detech, số 8 Tôn Thất Thuyết, Nam Từ Liêm"
C++ Developer,Công ty cổ phần Công nghệ VISSOFT,Nghỉ thứ 7,Nhân viên,"- Hà Nội: Tòa Detech, số 8 Tôn Thất Thuyết, Nam Từ Liêm"
Nhân Viên Kỹ Thuật Hà Nội,Công ty CP Công nghệ ATO,Chuyên môn Kỹ thuật IT,Nhân viên,"- Hà Nội: Tầng 3, Số 19, Ngõ 68, Quan Nhân,, Thanh Xuân"
Nhân Viên Kỹ Thuật Hà Nội,Công ty CP Công nghệ ATO,IT - Phần cứng và máy tính,Nhân viên,"- Hà Nội: Tầng 3, Số 19, Ngõ 68, Quan Nhân,, Thanh Xuân"
Nhân Viên Kỹ Thuật Hà Nội,Công ty CP Công nghệ ATO,Tuổi 20 - 35,Nhân viên,"- Hà Nội: Tầng 3, Số 19, Ngõ 68, Quan Nhân,, Thanh Xuân"
Tester,Công ty cổ phần công nghệ ứng dụng Arabica Việt Nam,Chuyên môn Kiểm thử và đánh giá bảo mật,Nhân viên,"- Hà Nội: Số 68 ngõ 72 Dương Khuê, Mỹ Đình 2, Nam Từ Liêm"
Tester,Công ty cổ phần công nghệ ứng dụng Arabica Việt Nam,IT - Phần mềm,Nhân viên,"- Hà Nội: Số 68 ngõ 72 Dương Khuê, Mỹ Đình 2, Nam Từ Liêm"
Backend Developer,CÔNG TY TNHH DỊCH VỤ SỐ DIGILIFE VIỆT NAM,Chuyên môn Backend Developer,Nhân viên,"- Hà Nội: Tầng 11, Toà Peakview, 36 Hoàng Cầu, Ô Chợ Dừa, Đống Đa"
Backend Developer,CÔNG TY TNHH DỊCH VỤ SỐ DIGILIFE VIỆT NAM,IT - Phần mềm,Nhân viên,"- Hà Nội: Tầng 11, Toà Peakview, 36 Hoàng Cầu, Ô Chợ Dừa, Đống Đa"
Backend Developer,CÔNG TY TNHH DỊCH VỤ SỐ DIGILIFE VIỆT NAM,Viễn thông,Nhân viên,"- Hà Nội: Tầng 11, Toà Peakview, 36 Hoàng Cầu, Ô Chợ Dừa, Đống Đa"
Backend Developer,CÔNG TY TNHH DỊCH VỤ SỐ DIGILIFE VIỆT NAM,Nghỉ thứ 7,Nhân viên,"- Hà Nội: Tầng 11, Toà Peakview, 36 Hoàng Cầu, Ô Chợ Dừa, Đống Đa"
Backend Developer Java Python,CÔNG TY CỔ PHẦN TẬP ĐOÀN APEC GROUP,Chuyên môn Backend Developer,Nhân viên,"- Hà Nội: Tầng 3, TTTM Grand Plaza, Số 117 Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy"
Kỹ Sư Đảm Bảo Chất Lượng QA Engineer,CÔNG TY CỔ PHẦN  DỊCH VỤ CÔNG NGHỆ BEAM,Chuyên môn QA Engineer,Nhân viên,- Hà Nội
Kỹ Sư Đảm Bảo Chất Lượng QA Engineer,CÔNG TY CỔ PHẦN  DỊCH VỤ CÔNG NGHỆ BEAM,IT - Phần mềm,Nhân viên,- Hà Nội
Trưởng Phòng Công Nghệ,Công Ty Cổ Phần Dịch Vụ Kỹ Thuật Mobifone,Chuyên môn Công nghệ thông tin khác,Trưởng/Phó phòng,"- Hà Nội: Tòa nhà TTC, số 19 Duy Tân, Dịch Vọng Hậu, Cầu Giấy"
Trưởng Phòng Công Nghệ,Công Ty Cổ Phần Dịch Vụ Kỹ Thuật Mobifone,Viễn thông,Trưởng/Phó phòng,"- Hà Nội: Tòa nhà TTC, số 19 Duy Tân, Dịch Vọng Hậu, Cầu Giấy"
Trưởng Phòng Công Nghệ,Công Ty Cổ Phần Dịch Vụ Kỹ Thuật Mobifone,Công nghệ kỹ thuật,Trưởng/Phó phòng,"- Hà Nội: Tòa nhà TTC, số 19 Duy Tân, Dịch Vọng Hậu, Cầu Giấy"
Trưởng Phòng Công Nghệ,Công Ty Cổ Phần Dịch Vụ Kỹ Thuật Mobifone,IT - Phần mềm,Trưởng/Phó phòng,"- Hà Nội: Tòa nhà TTC, số 19 Duy Tân, Dịch Vọng Hậu, Cầu Giấy"
Trưởng Phòng Công Nghệ,Công Ty Cổ Phần Dịch Vụ Kỹ Thuật Mobifone,Nghỉ thứ 7,Trưởng/Phó phòng,"- Hà Nội: Tòa nhà TTC, số 19 Duy Tân, Dịch Vọng Hậu, Cầu Giấy"
Trưởng Phòng Công Nghệ,Công Ty Cổ Phần Dịch Vụ Kỹ Thuật Mobifone,Tuổi 28 - 50,Trưởng/Phó phòng,"- Hà Nội: Tòa nhà TTC, số 19 Duy Tân, Dịch Vọng Hậu, Cầu Giấy"
Trưởng Nhóm Kỹ Sư Phân Tích Nghiệp Vụ BA,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ ỨNG DỤNG SỐ VIỆT NAM,Chuyên môn Business Analyst (Phân tích nghiệp vụ),Trưởng nhóm,"- Hà Nội: KĐT Linh Đàm, Hoàng Mai"
Trưởng Nhóm Kỹ Sư Phân Tích Nghiệp Vụ BA,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ ỨNG DỤNG SỐ VIỆT NAM,IT - Phần mềm,Trưởng nhóm,"- Hà Nội: KĐT Linh Đàm, Hoàng Mai"
Trưởng Nhóm Kỹ Sư Phân Tích Nghiệp Vụ BA,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ ỨNG DỤNG SỐ VIỆT NAM,Điện toán đám mây (Cloud),Trưởng nhóm,"- Hà Nội: KĐT Linh Đàm, Hoàng Mai"
Trưởng Nhóm Kỹ Sư Phân Tích Nghiệp Vụ BA,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ ỨNG DỤNG SỐ VIỆT NAM,Nghỉ thứ 7,Trưởng nhóm,"- Hà Nội: KĐT Linh Đàm, Hoàng Mai"
Project Manager IT,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ BAVAAN,Chuyên môn IT Project Manager,Nhân viên,"- Hà Nội: Căn TT03 – 36, Khu đô thị MonCity, Nam Từ Liêm"
Project Manager IT,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ BAVAAN,IT - Phần mềm,Nhân viên,"- Hà Nội: Căn TT03 – 36, Khu đô thị MonCity, Nam Từ Liêm"
Project Manager IT,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ BAVAAN,Nghỉ thứ 7,Nhân viên,"- Hà Nội: Căn TT03 – 36, Khu đô thị MonCity, Nam Từ Liêm"
Python Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Chuyên môn Backend Developer,Trưởng nhóm,- Hà Nội
Python Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,An ninh mạng,Trưởng nhóm,- Hà Nội
Python Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,IT - Phần cứng và máy tính,Trưởng nhóm,- Hà Nội
Python Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,IT - Phần mềm,Trưởng nhóm,- Hà Nội
Process Quality Assurance,Công ty Cổ phần GEM,Chuyên môn Process Quality Assurance (PQA),Nhân viên,"- Hà Nội: Tòa The Nine, số 9 Phạm Văn Đồng, Mai Dịch, Cầu Giấy"
Process Quality Assurance,Công ty Cổ phần GEM,IT - Phần mềm,Nhân viên,"- Hà Nội: Tòa The Nine, số 9 Phạm Văn Đồng, Mai Dịch, Cầu Giấy"
Thực Tập Sinh,Cty Cổ phần Blueco toàn cầu,Chuyên môn Công nghệ thông tin khác,Thực tập sinh,"- Hà Nội: Duy Tân, Cầu Giấy"
Thực Tập Sinh,Cty Cổ phần Blueco toàn cầu,IT - Phần mềm,Thực tập sinh,"- Hà Nội: Duy Tân, Cầu Giấy"
Thực Tập Sinh,Cty Cổ phần Blueco toàn cầu,Nghỉ thứ 7,Thực tập sinh,"- Hà Nội: Duy Tân, Cầu Giấy"
Backend Developer,"TECHVIFY SOFTWARE., JSC",Chuyên môn Fullstack Developer,Trưởng nhóm,"- Hà Nội: HUDTOWER, số 37 Lê Văn Lương, Phường Thanh Xuân, Thanh Xuân"
Backend Developer,"TECHVIFY SOFTWARE., JSC",IT - Phần cứng và máy tính,Trưởng nhóm,"- Hà Nội: HUDTOWER, số 37 Lê Văn Lương, Phường Thanh Xuân, Thanh Xuân"
Backend Developer,"TECHVIFY SOFTWARE., JSC",IT - Phần mềm,Trưởng nhóm,"- Hà Nội: HUDTOWER, số 37 Lê Văn Lương, Phường Thanh Xuân, Thanh Xuân"
Backend Developer,"TECHVIFY SOFTWARE., JSC",Điện toán đám mây (Cloud),Trưởng nhóm,"- Hà Nội: HUDTOWER, số 37 Lê Văn Lương, Phường Thanh Xuân, Thanh Xuân"
Backend Developer,"TECHVIFY SOFTWARE., JSC",Nghỉ thứ 7,Trưởng nhóm,"- Hà Nội: HUDTOWER, số 37 Lê Văn Lương, Phường Thanh Xuân, Thanh Xuân"
Java Developer,Công ty TNHH Thu phí tự động VETC,Chuyên môn Backend Developer,Nhân viên,"- Hà Nội: Tòa Tasco, hh2-2 Phạm Hùng, Nam Từ Liêm"
Java Developer,Công ty TNHH Thu phí tự động VETC,IT - Phần mềm,Nhân viên,"- Hà Nội: Tòa Tasco, hh2-2 Phạm Hùng, Nam Từ Liêm"
Game Design,CÔNG TY TNHH HAPIGA VIỆT NAM,Chuyên môn Game Design,Thực tập sinh,"- Hà Nội: Tòa VOV Mễ Trì, Nam Từ Liêm, Nam Từ Liêm"
Thực Tập Sinh Design Game,CÔNG TY CỔ PHẦN YOOTEK HOLDINGS,Chuyên môn Game Design,Nhân viên,"- Hà Nội: Tầng 2, Tòa N09B2 Thành Thái, Dịch Vọng, Cầu Giấy"
Frontend Developer Hà Nội,Open Reach Tech Hanoi,Chuyên môn Frontend Developer,Nhân viên,"- Hà Nội: 83 Trung Kính, Phường Trung Hòa, Cầu Giấy"
Frontend Developer Hà Nội,Open Reach Tech Hanoi,IT - Phần mềm,Nhân viên,"- Hà Nội: 83 Trung Kính, Phường Trung Hòa, Cầu Giấy"
Software Engineer Java,CÔNG TY TNHH VETC DIGITAL,Chuyên môn Software Engineer,Nhân viên,"- Hà Nội: Tasco Building, HH2-2, Phạm Hùng, Nam Từ Liêm"
Product Owner,Công ty cổ phần phần mềm Matechmobile,Chuyên môn Product Owner/Product Manager,Nhân viên,"- Hà Nội: Tòa nhà Zen Tower, 12 Khuất Duy Tiến,Thanh Xuân Trung, Thanh Xuân, Thanh Xuân"
Product Owner,Công ty cổ phần phần mềm Matechmobile,IT - Phần mềm,Nhân viên,"- Hà Nội: Tòa nhà Zen Tower, 12 Khuất Duy Tiến,Thanh Xuân Trung, Thanh Xuân, Thanh Xuân"
Product Owner,Công ty cổ phần phần mềm Matechmobile,Nghỉ thứ 7,Nhân viên,"- Hà Nội: Tòa nhà Zen Tower, 12 Khuất Duy Tiến,Thanh Xuân Trung, Thanh Xuân, Thanh Xuân"
Product Owner,Công ty Cổ phần INFINITY TECHNOLOGY GLOBAL,Chuyên môn Product Owner/Product Manager,Nhân viên,"- Hà Nội: Tầng 6, tòa nhà Đồng Lợi, ngõ 1160 đường Láng, Láng Thượng, Đống Đa, Đống Đa"
Product Owner,Công ty Cổ phần INFINITY TECHNOLOGY GLOBAL,Nghỉ thứ 7,Nhân viên,"- Hà Nội: Tầng 6, tòa nhà Đồng Lợi, ngõ 1160 đường Láng, Láng Thượng, Đống Đa, Đống Đa"
Python Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Chuyên môn Software Engineer,Trưởng nhóm,"- Hà Nội: 44 Lê Ngọc Hân, Hai Bà Trưng"
Python Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Nghỉ thứ 7,Trưởng nhóm,"- Hà Nội: 44 Lê Ngọc Hân, Hai Bà Trưng"
Fullstack Developer Python,Công ty CP Khoa học Dữ liệu,Chuyên môn Fullstack Developer,Nhân viên,"- Hà Nội: Tầng 4, toà HH2 Yên Hoà, đường Dương Đình Nghệ, Cầu Giấy"
Fullstack Developer Python,Công ty CP Khoa học Dữ liệu,IT - Phần mềm,Nhân viên,"- Hà Nội: Tầng 4, toà HH2 Yên Hoà, đường Dương Đình Nghệ, Cầu Giấy"
Business Analyst,Công ty Cổ phần Công nghệ Alphaway,Chuyên môn Business Analyst (Phân tích nghiệp vụ),Trưởng nhóm,"- Hà Nội: Lê Ngọc Hân, Hai Bà Trưng, Hai Bà Trưng"
Business Analyst,Công ty Cổ phần Công nghệ Alphaway,IT - Phần mềm,Trưởng nhóm,"- Hà Nội: Lê Ngọc Hân, Hai Bà Trưng, Hai Bà Trưng"
