Job Name,Company Name,Tag,Level,Location
Front-End Developer Vue.Js,CÔNG TY TNHH EAERA VIỆT NAM,Chuyên môn Software Engineer,Nhân viên,"- Hà Nội: Tòa Wecozy, số 3 Lê Văn Hưu, Phạm Đình Hổ, Hai Bà Trưng"
Front-End Developer Vue.Js,CÔNG TY TNHH EAERA VIỆT NAM,IT - Phần mềm,Nhân viên,"- Hà Nội: Tòa Wecozy, số 3 Lê Văn Hưu, Phạm Đình Hổ, Hai Bà Trưng"
Front-End Developer Vue.Js,CÔNG TY TNHH EAERA VIỆT NAM,Tài chính,Nhân viên,"- Hà Nội: Tòa Wecozy, số 3 Lê Văn Hưu, Phạm Đình Hổ, Hai Bà Trưng"
Chuyên Viên Phân Tích Nghiệp Vụ,Công ty Cổ phần Tập đoàn HiPT,Chuyên môn Business Analyst (Phân tích nghiệp vụ),Nhân viên,- Hà Nội: Tây Hồ
Chuyên Viên Phân Tích Nghiệp Vụ,Công ty Cổ phần Tập đoàn HiPT,IT - Phần mềm,Nhân viên,- Hà Nội: Tây Hồ
Chuyên Viên Phân Tích Nghiệp Vụ,Công ty Cổ phần Tập đoàn HiPT,Từ 22 tuổi trở lên,Nhân viên,- Hà Nội: Tây Hồ
Reactjs Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Chuyên môn Frontend Developer,Trưởng nhóm,"- Hà Nội: 127 Lò Đúc, Hai Bà Trưng"
Reactjs Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Nghỉ thứ 7,Trưởng nhóm,"- Hà Nội: 127 Lò Đúc, Hai Bà Trưng"
Business Analyst,Công ty Cổ phẩn Lotus Quality Assurance,Chuyên môn Business Analyst (Phân tích nghiệp vụ),Trưởng nhóm,"- Hà Nội: Tầng 14 -17 , toà nhà văn phòng MD Complex, 68 Nguyễn Cơ Thạch, KĐT Mỹ Đình I, P. Cầu Diễn, Nam Từ Liêm"
Business Analyst,Công ty Cổ phẩn Lotus Quality Assurance,IT - Phần mềm,Trưởng nhóm,"- Hà Nội: Tầng 14 -17 , toà nhà văn phòng MD Complex, 68 Nguyễn Cơ Thạch, KĐT Mỹ Đình I, P. Cầu Diễn, Nam Từ Liêm"
Business Analyst,Công ty Cổ phẩn Lotus Quality Assurance,Nghỉ thứ 7,Trưởng nhóm,"- Hà Nội: Tầng 14 -17 , toà nhà văn phòng MD Complex, 68 Nguyễn Cơ Thạch, KĐT Mỹ Đình I, P. Cầu Diễn, Nam Từ Liêm"
Fullstack Java Angular,Công ty Cổ Phần Rikkeisoft,Chuyên môn Fullstack Developer,Nhân viên,"- Hà Nội: tòa Vinacomin Dương Đình Nghệ, Cầu Giấy"
Fullstack Java Angular,Công ty Cổ Phần Rikkeisoft,IT - Phần mềm,Nhân viên,"- Hà Nội: tòa Vinacomin Dương Đình Nghệ, Cầu Giấy"
