Job Name,Company Name,Location,Level
QA Java,Công ty TNHH SETA international Việt Nam,"- Hà Nội: Tòa nhà HL, ngõ 82, Duy Tân, Cầu Giấy",Nhân viên
Senior NodeJS BackEnd Developer,CÔNG TY CỔ PHẦN SMARTOSC,"- Hà Nội: Handico Tower, Phạm Hùng, Nam Từ Liêm",Nhân viên
Giám Đốc Công Nghệ CTO,Công ty cổ phần TechLead,"- Hà Nội: Tầng 4- Số 11 Nguyễn Xiển - Thanh Xuân, Thanh Xuân",Giám đốc
DevOps Engineer ERP,Công Ty TNHH Bảo Hiểm Tasco,"- Hà Nội: Tòa nhà Tasco, Lô HH2-2 Phạm Hùng, Từ Liêm",Nhân viên
Nhân Viên Phân Tích Nghiệp Vụ BA,Công ty Cổ phần Tổng hợp Việt Nhật (Vinicorp),"- Hà Nội: Tầng 14- Tòa ICON4 Tower -số 243A La Thành, Đống Đa - Vĩnh Phúc: Phúc Thắng, Phúc Yên",Nhân viên
Kỹ Sư,Công ty Cổ phần Tập đoàn Công nghiệp Quang Trung,"- Hà Nội: 33 BT4 Bán Đảo Linh Đàm, Hoàng Liệt, Hoàng Mai, Hoàng Mai",Nhân viên
AI Engineer,Công ty TNHH Công Nghệ và Thương Mại Lifesup,"- Hà Nội: Tôn Thất Thuyết, Cầu Giấy",Trưởng nhóm
ISO,Công ty Cổ phần Tập đoàn Meey Land,"- Hà Nội: 97-99 Láng Hạ, Đống Đa",Nhân viên
Unity Developer Fresher,SonatGame Studio,"- Hà Nội: Tầng 10 - The West Tower - 265 Cầu Giấy, Cầu Giấy",Nhân viên
Chuyên Viên Lập Trình Python,Công ty cổ phần Canifa,"- Hà Nội: 170 Đê La Thành, Ô Chợ Dừa, Đống Đa",Nhân viên
BrSE Kỹ Sư Cầu Nối,CÔNG TY CỔ PHẦN PHẦN MỀM LUVINA,"- Hà Nội: 106 Hoàng Quốc Việt, Cầu giấy, Cầu Giấy",Nhân viên
Product Owner,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀ GIẢI TRÍ HG MEDIA,"- Hà Nội: Số 49 Trung Liệt, Đống Đa",Nhân viên
Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ UPP TOÀN CẦU,"- Hà Nội: Tòa Web3 Số 15 Ngõ 4 Duy Tân, Cầu Giấy",Trưởng nhóm
Chuyên Viên Triển Khai Phần Mềm,CÔNG TY CỔ PHẦN TẬP ĐOÀN IVI,"- Hà Nội: số 35 Nguyễn Đình Chiểu, Hai Bà Trưng, Hai Bà Trưng - Hồ Chí Minh: Tầng 6, Tòa nhà Văn phòng Tổng công ty xây dựng Thủy Lợi 4, Số 286-288, Nguyễn Xí, P. 13, Bình Thạnh",Nhân viên
Nhân Viên Triển Khai Phần Mềm Nhân Sự Tiền Lương,Công ty cổ phần giải pháp First Trust Việt Nam,"- Hà Nội: Tầng 5, Tòa nhà Povilta, Lô B7&B8, Ngách 1, Ngõ 187 đường Nguyễn Tuân, Phường Nhân Chính, Thanh Xuân",Nhân viên
Product Owner Phát Triển Phần Mềm,CÔNG TY CỔ PHẦN GOLAZY,"- Hà Nội: Số nhà 46 đường 23 Khu đô thị thành phố Giao lưu, Bắc Từ Liêm",Nhân viên
System Admin,CÔNG TY CỔ PHẦN CÔNG NGHỆ AN NINH MẠNG QUỐC GIA VIỆT NAM,"- Hưng Yên: Yên Mỹ, Yên Mỹ - Hà Nội: Điểm xe đưa đón Nguyễn Tuân, Thanh Xuân",Nhân viên
Chuyên Viên Kiểm Thử Dự Án Bank,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,"- Hà Nội: Cát Linh, Đống Đa - Hà Nội: Hoàng Quốc Việt, Cầu Giấy - Hà Nội: Giang Văn Minh, Ba Đình",Nhân viên
Automation Test,FPT Smart Cloud (FCI),"- Hà Nội: FPT Tower, số 10 Phạm Văn Bạch, Cầu Giấy",Trưởng nhóm
Backend Developer NodeJs Hà Nội,Open Reach Tech Hanoi,"- Hà Nội: 83 Trung Kính, phường Trung Hòa, Cầu Giấy",Nhân viên
Lập Trình Viên Backend,Công ty Cổ phần The First One,"- Hà Nội: Tòa nhà Suced, số 108 đường Nguyễn Hoàng, Phường Từ Liêm, Nam Từ Liêm",Nhân viên
Game Media,Công ty Cổ phần Funtap,"- Hà Nội: Tầng 4, tòa nhà Tây Hà, số 19 Tố Hữu, Nam Từ Liêm",Nhân viên
DevOps Engineer,FPT Software,"- Hà Nội: FPT Building, 17 Duy Tân Str., Cầu Giấy District, Hanoi, Cầu Giấy",Nhân viên
Nhân Viên Phân Tích Nghiệp Vụ BA IT Đi Làm Ngay,Công ty cổ phần phần mềm REVOTECH,"- Hà Nội: Tòa nhà CTM Complex, số 139 đường Cầu Giấy, Cầu Giấy",Nhân viên
Business Analyst,CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM,"- Hà Nội: 110 Trần Phú - Hà Đông, Thanh Xuân",Trưởng nhóm
IT Team Leader Trưởng Nhóm,Công ty Cổ phần Tập đoàn Meey Land,"- Hà Nội: 97-99 Láng Hạ, Đống Đa",Trưởng nhóm
Fullstack Developer,Công ty TNHH Nippon Steel Metal Products Vietnam,- Hà Nội,Nhân viên
NET Developer,Công ty Cổ Phần Rikkeisoft,"- Hà Nội: tòa Vinacomin Dương Đình Nghệ, Cầu Giấy",Nhân viên
Game Designer Content Hà Nội,Văn phòng đại diện NSTAGE INC tại thành phố Hà Nội,"- Hà Nội: đường Hoàng Đạo Thúy, phường Trung Hòa, Cầu Giấy",Nhân viên
Lập Trình Viên IOS,Công ty CP Giải pháp Thanh toán Việt Nam (VNPAY),"- Hà Nội: 22 Láng Hạ, Đống Đa",Nhân viên
Chuyên Viên Phân Tích Nghiệp Vụ Business Analyst,Công ty TNHH Tổng công ty Công nghệ & Giải pháp CMC,"- Hà Nội: 11 Duy Tân, Dịch Vọng Hậu, Cầu Giấy",Nhân viên
C/C++ Developer,CÔNG TY TNHH KỸ SƯ CÔNG NGHỆ CAO VN,"- Hà Nội: 48 Tố Hữu, Nam Từ Liêm, Trung Văn, Nam Từ Liêm",Nhân viên
Net Developer,CÔNG TY CỔ PHẦN PARALINE SOFTWARE,"- Hà Nội: 71 Ngô Sỹ Liên, Đống Đa",Trưởng nhóm
Quản Lý Dự Án,Công ty TNHH Horus Productions,"- Hà Nội: tòa CT2D - VOV - Mễ Trì, Nam Từ Liêm",Nhân viên
Công Nghệ Thông Tin Tài Chính,Công ty Cổ phần Tập đoàn Đầu tư EMIR,"- Hà Nội: Tòa nhà 789 Bộ Quốc Phòng, số 147 Hoàng Quốc Việt, Cầu Giấy",Trưởng/Phó phòng
Fresher Tester,BSS Group,"- Hà Nội: Vinaconex Diamond Tower, 459 C Bach Mai, Truong Dinh, Hai Ba Trung, Hanoi, Hai Bà Trưng",Nhân viên
Senior Business Analyst CRM,Công ty CP Kinh doanh F88,"- Hà Nội: 5 Nguyễn Thị Duệ, Cầu Giấy",Trưởng nhóm
Technical Lead,"TECHVIFY SOFTWARE., JSC","- Hà Nội: Tòa HUD Lê Văn Lương, Thanh Xuân",Trưởng nhóm
Nhân Viên QA Tiếng Nhật,CÔNG TY TNHH CÔNG NGHỆ AMCOLAB,"- Hà Nội: 8 Phạm Hùng , phường Mễ Trì TP Hà Nội, Việt Nam, Nam Từ Liêm",Trưởng nhóm
,BÁO ĐIỆN TỬ VNEXPRESS.NET,"- Hồ Chí Minh: Tầng 6, tòa nhà Exchange, Số 1 Nam Kỳ Khởi Nghĩa, Quận 1 - Hà Nội: Tầng 10, tòa FPT, số 10 Phạm Văn Bạch, Cầu Giấy",Trưởng nhóm
Manual Tester,CÔNG TY TNHH MỘT THÀNH VIÊN AN NINH MẠNG VIETTEL,"- Hà Nội: Keangnam Landmark 72, Phạm Hùng, Từ Liêm",Nhân viên
ReactJS Nodejs Full Stack Developer,Công ty Cổ phần Đầu tư và Phát triển Koolsoft,"- Hà Nội: 699 Vũ Tông Phan, Thanh Xuân",Nhân viên
System Admin,Viettel IDC,"- Hà Nội: Trung tâm Dữ liệu Pháp Vân, Hoàng Mai - Hà Nội: 85 Vũ Trọng Phụng, Thanh Xuân, Thanh Xuân",Nhân viên
Software Engineer Hà Nội,CÔNG TY CỔ PHẦN ĐIỆN TỬ SOJI,"- Hà Nội: C50-LK13, No 09, KĐT Geleximco Lê Trọng Tấn, Dương Nội, Hà Đông, Hà Đông",Nhân viên
Lập Trình Viên Android,CÔNG TY CỔ PHẦN CÔNG NGHỆ ORECA,"- Hà Nội: Tầng 3, tháp 1-2 tòa nhà Dolphin Plaza, số 28 đường Trần Bình, phường Mỹ Đình 2, Nam Từ Liêm",Nhân viên
Project Manager,AMIGO,"- Hà Nội: Tầng 10, Tòa nhà IPH, 241 Xuân Thủy, phường Dịch vọng Hậu, Cầu Giấy",Nhân viên
,2NF Software,"- Hà Nội: Tòa 3A ngõ 82 Duy Tân, Cầu Giấy",Nhân viên
Project Manager,CÔNG TY TNHH SAMSUNG SDS VIỆT NAM,"- Hà Nội: Tòa PVI, Số 1 Phạm Văn Bạch, Yên Hòa, Cầu Giấy",Trưởng/Phó phòng
Artist,CÔNG TY CỔ PHẦN SABO GAME,"- Hà Nội: Số 53 ngõ 155 Nguyễn Khang, Cầu Giấy",Nhân viên
Software Engineer Kỹ Sư Cầu Nối Tiếng Hàn,Công Ty TNHH LG CNS VIỆT NAM,"- Hà Nội: Tầng 15, Keangnam Landmark 72, Nam Từ Liêm",Nhân viên
System Administrator,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHỆ TRUYỀN THÔNG NAM VIỆT,"- Hà Nội: Tầng 6, Tháp B Tòa Central Point 219 Trung Kính, Yên Hòa, Cầu Giấy, Cầu Giấy",Nhân viên
Công Nghệ Thông Tin,Công ty Cổ phần Tập đoàn Công nghệ Thiên Hoàng,"- Hà Nội: Tầng 22 tòa nhà Viwaseen, số 48 Tố Hữu, Trung Văn, Nam Từ Liêm, Nam Từ Liêm",Trưởng nhóm
Scrum Master,CÔNG TY TNHH GEMCOMMERCE,"- Hà Nội: Tòa Artemis, số 3 Lê Trọng Tấn, Thanh Xuân",Quản lý / Giám sát
Data Analyst,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,- Hà Nội,Trưởng nhóm
IT Sales Executive,Tek Experts Vietnam,"- Hà Nội: Lotte Center, Ba Đình",Nhân viên
Game Tester,Winter Wolf - IEC Games,"- Hà Nội: Hoàng Đạo Thuý, phường Trung Hoà, Cầu Giấy",Nhân viên
IT Support,CÔNG TY CỔ PHẦN STRINGEE,"- Hà Nội: Tầng 17 VP 2, Tòa nhà Sunsquare, 21 Lê Đức Thọ, Nam Từ Liêm",Nhân viên
Product Owner,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀ GIẢI TRÍ HG MEDIA,"- Hà Nội: Số 49 Trung Liệt, Đống Đa",Nhân viên
Manual Tester,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,- Hà Nội,Trưởng nhóm
Manual Tester Dự Án Tài Chính,Công ty Cổ phần Công nghệ Alphaway,"- Hà Nội: Tòa nhà MB Bank , Số 21 Cát Lin, Đống Đa - Hà Nội: Tầng 6, Tòa nhà Tràng An Complex, số 1 Phùng Chí Kiên, Cầu Giấy, Cầu Giấy - Hà Nội: Tòa Capital Building, 58C Kim Mã, Ba Đình, Ba Đình",Trưởng nhóm
IT Business Analyst,Ngân hàng TMCP Hàng Hải Việt Nam (MSB),"- Hà Nội: Hội sở MSB, Đống Đa",Nhân viên
Data Engineer Bank,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,"- Hà Nội: 79 Dịch Vọng Hậu, Cầu Giấy, Cầu Giấy",Trưởng nhóm
Software Engineer,"TECHVIFY SOFTWARE., JSC","- Hà Nội: Tầng 9, tháp A, tòa HUDTOWER, số 37 Lê Văn Lương, Phường Nhân Chính, Thanh Xuân",Trưởng nhóm
Backend Developer IT,ORBRO Inc.,- Hà Nội: Cầu Giấy,Nhân viên
Chuyên Viên Phân Tích Nghiệp Vụ BA,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,"- Hà Nội: 6th Element Nguyễn Văn Huyên, KĐT Tây Hồ Tây, Tây Hồ - Hà Nội: 6th Element Nguyễn Văn Huyên, phường Nghĩa Đô, Cầu Giấy",Trưởng nhóm
Product Owner,CÔNG TY CỔ PHẦN UNISOFT GLOBAL,- Hà Nội: Cầu Giấy,Nhân viên
Flutter Developer,Công ty Cổ phần Giải pháp NETKO,"- Hà Nội: Tòa nhà Minh Thu building, ô số 48, khu C, đường Phú Mỹ, Phường Từ Liêm, Nam Từ Liêm",Nhân viên
Fresher Web Developer,Công ty Cổ phần MISA,"- Hà Nội: Tòa N03T1 Ngoại Giao Đoàn, Xuân Tảo, Bắc Từ Liêm",Thực tập sinh
Phát Triển Phần Mềm,CÔNG TY CỔ PHẦN CÔNG NGHỆ THÔNG MINH OXII,"- Hà Nội: 9A Thanh Liệt, Thanh Trì",Trưởng/Phó phòng
Chuyên Viên Kiểm Thử Manual Tester,CÔNG TY TNHH NEO TALENT,"- Hà Nội: 18 Tuệ Tĩnh, Hai Bà Trưng",Trưởng nhóm
Trưởng Nhóm Phát Triển Sản Phẩm,Công ty Cổ phần Công nghệ DTT,"- Hà Nội: Tòa nhà Detech số 8 Tôn Thất Thuyết, Nam Từ Liêm",Trưởng nhóm
,CÔNG TY CỔ PHẦN HOSCO VIỆT NAM,"- Hà Nội: 58 Lưu Hữu Phước, Cầu Diễn, Nam Từ Liêm",Thực tập sinh
AI Engineer,FPT Smart Cloud (FCI),"- Hà Nội: Toà FPT Tower, số 10 , Phạm Văn Bạch, Dịch Vọng Hậu, Cầu Giấy",Trưởng nhóm
Nhân Viên Quản Lý Chất Lượng,Viettel IDC,"- Hà Nội: 85 Vũ Trọng Phụng, Thanh Xuân, Thanh Xuân",Nhân viên
Technical Lead Java Python,CÔNG TY TNHH VERISERVE VIỆT NAM,"- Hà Nội: Tầng 23 & Tầng 26 tòa nhà Handico Phạm Hùng, Mễ Trì, Nam Từ Liêm, Nam Từ Liêm",Nhân viên
Senior Business Analyst Chuyên Viên Phân Tích Nghiệp Vụ Quản Lý Sản Xuất,Công ty Cổ phần MISA,"- Hà Nội: Tòa N03T6 Ngoại Giao Đoàn - Xuân Tảo, Bắc Từ Liêm",Nhân viên
Chuyên Viên Quản Trị Hệ Thống,CÔNG TY CỔ PHẦN TẬP ĐOÀN MIK GROUP VIỆT NAM,"- Hà Nội: Tầng 6, tòa nhà Hồng Hà, 25 Lý Thường Kiệt, Hoàn Kiếm",Nhân viên
Unity Developer,Công ty Cổ phần Falcon Technology,"- Hà Nội: Tòa Rivera Park, 69 Vũ Trọng Phụng, Thanh Xuân",Nhân viên
Nhân Viên Tester,Công ty CP Giải pháp Thanh toán Việt Nam (VNPAY),"- Hà Nội: 22 Láng Hạ, Phường Láng, Đống Đa",Nhân viên
Fullstack Developer Nodejs,CÔNG TY CỔ PHẦN CÔNG NGHỆ GIÁO DỤC THÀNH PHÁT,"- Hà Nội: Tầng 7 – Tòa Nhà Intracom – 82 Dịch vọng Hậu, Cầu Giấy",Nhân viên
Product Owner,Công ty Cổ phần Infinity Technologies Global,"- Hà Nội: Tòa nhà Đồng Lợi, số 2 ngõ 1160 Đường Láng, Láng Thượng, Đống Đa",Nhân viên
Fullstack Developer,CÔNG TY TNHH HORUS PRODUCTIONS,"- Hà Nội: Tầng 2 tòa VOV Mễ Trì, Nam Từ Liêm",Trưởng nhóm
NET Developer,Công ty Cổ phần Công nghệ KiotViet,"- Hà Nội: 1A Yết Kiêu - Phường Cửa Nam, Hoàn Kiếm",Nhân viên
Business Analyst,Công ty Cổ phần Đầu tư Mobino,"- Hà Nội: 31 Thọ Tháp, Cầu Giấy",Nhân viên
Kỹ Sư Cầu Nối BrSE Bridge Engineer BrSE Tiếng Nhật,Công ty Cổ phần Tổng hợp Việt Nhật (Vinicorp),"- Hà Nội: Tầng 14, tòa ICON4 tower, số 243A La Thành, phường Láng, Đống Đa",Nhân viên
Frontend Developer ReactJS,CÔNG TY TNHH PHÁT TRIỂN CÔNG NGHỆ LAYOUTHUB,"- Hà Nội: Tầng 6, số 68 Khúc Thừa Dụ, Dịch Vọng, Cầu Giấy",Nhân viên
Nhân Viên Kỹ Thuật Máy Tính,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ THÀNH BẮC,"- Hà Nội: ngõ 409 Tam Trinh, Hoàng Mai - Bắc Giang: số 2 Xương Giang, TP Bắc Giang - Đà Nẵng: Số 59 Trần Phú, Hải Châu",Nhân viên
Chuyên Viên Vận Hành,SHBFinance,"- Hà Nội: Tòa nhà Gelex, 52 Lê Đại Hành, Hai Bà Trưng",Nhân viên
IT Comtor Tiếng Hàn,CÔNG TY CỔ PHẦN CÔNG NGHỆ UPP TOÀN CẦU,"- Hà Nội: Tòa Web3, Số 15 Ngõ 4, Duy Tân, Dịch Vọng Hậu, Cầu Giấy, Cầu Giấy",Nhân viên
Quản Trị Dự Án,Công ty cổ phần Bateco Việt Nam,"- Hà Nội: Toà Bateco Building, Lô B44, Khu đấu giá 3Ha, Phúc Diễn, Bắc Từ Liêm, Bắc Từ Liêm",Nhân viên
Data Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ AN NINH MẠNG QUỐC GIA VIỆT NAM,"- Hưng Yên: Trung Hòa, Yên Mỹ - Hà Nội: Thanh Xuân",Nhân viên
Lập Trình Viên Backend PHP,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VĂN HOÁ VIỆT,"- Hà Nội: Xuân La, Tây Hồ",Trưởng nhóm
Project Manager,CÔNG TY CỔ PHẦN GLOBAL TECHNOLOGY SOLUTIONS VIỆT NAM,- Hà Nội: Cầu Giấy,Trưởng/Phó phòng
Fullstack Developer,CÔNG TY TNHH SAMSUNG SDS VIỆT NAM,"- Hà Nội: Tòa PVI, Số 1 Phạm Văn Bạch, Yên Hòa, Cầu Giấy",Nhân viên
Business Analyst,TỔNG CÔNG TY CỔ PHẦN BƯU CHÍNH VIETTEL,"- Hà Nội: Đường Duy Tân, Phường Dịch Vọng Hậu, Cầu Giấy",Nhân viên
Trưởng Phòng Kỹ Thuật,CÔNG TY TNHH ONELINK TECHNOLOGY (VIỆT NAM),"- Hà Nội: 15-TM1A-1, Khu Đô Thị Nam Đường Vành Đai 3, Phường Định Công, Hoàng Mai",Trưởng/Phó phòng
Customer Support,Tek Experts Vietnam,"- Hà Nội: Lotte Center, Ba Đình",Nhân viên
Security Engineer,CÔNG TY CỔ PHẦN PHÁT TRIỂN KỸ THUẬT SỐ KNT,"- Hà Nội: D29 Phạm Văn Bạch, Cầu Giấy",Nhân viên
Team Leader Hà Nội,CÔNG TY TNHH ACWORKS VIỆT NAM,"- Hà Nội: Tầng 5, toà nhà Diamond Flower, 48 Lê Văn Lương, Nhân Chính, Thanh Xuân",Trưởng/Phó phòng
,Công ty CP Giải pháp Thanh toán Việt Nam (VNPAY),"- Hà Nội: 97 Láng Hạ, Phường Đống Đa, Đống Đa",Nhân viên
Security Engineer,Công ty Cổ phần Công nghệ NexGen VN,"- Hà Nội: Số 15 ngõ 71 Nguyễn Thị Định, Trung Hòa, Cầu Giấy",Nhân viên
Product Manager,CÔNG TY CỔ PHẦN ZTO LABS,"- Hà Nội: NIC Hanoi, Ngõ 7 Tôn Thất Thuyết, Dịch Vọng Hậu, Cầu Giấy, Cầu Giấy",Trưởng nhóm
Project Manager Quản Lý Dự Án,Công ty cổ phần AppotaPay,"- Hà Nội: Tòa nhà 15+17, ngõ 81 Láng Hạ, Thành Công, Ba Đình",Quản lý / Giám sát
Kỹ Sư Vận Hành Devops Engineer,CÔNG TY CỔ PHẦN THƯƠNG MẠI & DỊCH VỤ MEDLATEC GROUP,"- Hà Nội: Số 270 Thụy Khuê, Tây Hồ",Nhân viên
Chuyên Viên Phân Tích Nghiệp Vụ BA PO Bank,Công Ty Cổ Phần GoGroup,"- Hà Nội: 37 lê văn lương, Cầu Giấy",Nhân viên
Python Developer,Công ty Cổ Phần Rikkeisoft,"- Hà Nội: Tòa Handico Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm",Nhân viên
Frontend Developer,SonatGame Studio,"- Hà Nội: 265 Cầu Giấy, Cầu Giấy",Nhân viên
,Công ty Cổ phần Hệ thống Công nghệ ETC,"- Hà Nội: Tòa 319 Bộ Quốc Phòng, 63 Lê Văn Lương, Cầu Giấy, Cầu Giấy",Nhân viên
Nhân Viên Kỹ Thuật,Công ty TNHH Phân Phối Synnex FPT,"- Hà Nội: Yên Lãng, Đống Đa",Nhân viên
Developer VueJS JavaScript,Công Ty TNHH LG CNS VIỆT NAM,"- Hà Nội: Tầng 15, Keangnam Landmark 72, Nam Từ Liêm",Nhân viên
Backend Developer,Công ty Cổ phần Giải pháp Công nghệ Elsaga,- Hà Nội: Hà Đông,Nhân viên
BrSE,FPT Software,"- Hà Nội: FPT Building, 17 Duy Tân Str., Cầu Giấy District, Hanoi, Cầu Giấy - Hồ Chí Minh: F-Town 3, 3 Võ Chí Công, Phường Long Thạnh Mỹ Ho Chi Minh City, Vietnam, Thủ Đức - Đà Nẵng: Tòa Nhà FPT Complex, Ðường Nam Kỳ Khởi Nghĩa, Phường Hoà Hải TP.Ðà Nẵng, Ngũ Hành Sơn - Thừa Thiên Huế: The Manor Crown, 62 To Huu, Hue City, TP Huế ...và 1 địa điểm khác Thu gọn",Nhân viên
,Công ty Cổ phần Công nghệ và Tư vấn CIC,"- Hà Nội: 37 Lê Đại Hành, P. Lê Đại Hành, Hai Bà Trưng",Nhân viên
Business Analyst Tài Chính Kế Toán,CÔNG TY CỔ PHẦN BUCA,"- Hà Nội: Tòa nhà Hoa Anh Đào, ngõ 33 Lưu Hữu Phước, Nam Từ Liêm, Từ Liêm",Trưởng nhóm
Quản Trị Hệ Thống System Administrator,Công Ty Cổ Phần VCCorp,"- Hà Nội: Tầng 17, tòa nhà 24T2, số 85 Vũ Trọng Phụng, Thanh Xuân",Nhân viên
Senior .NET Developer,Công ty Cổ phần VNEXT SOFTWARE,- Hà Nội,Nhân viên
Giảng Viên Cơ Hữu,TRƯỜNG ĐẠI HỌC CÔNG NGHỆ ĐÔNG Á,"- Hà Nội: Đường Trịnh Văn Bô, Nam Từ Liêm",Nhân viên
System Administrator Quản Trị Hệ Thống,Công Ty Cổ Phần VCCorp,"- Hà Nội: Center Building, 85 Vũ Trọng Phụng,, Thanh Xuân",Nhân viên
Data Engineer,Công ty TNHH Công Nghệ và Thương Mại Lifesup,"- Hà Nội: 60 Hoàng Quốc Việt, Cầu Giấy",Trưởng nhóm
Kỹ Sư IT Hà Nội,CHI NHÁNH TẠI THÀNH PHỐ HÀ NỘI – CÔNG TY TNHH REERACOEN VIỆT NAM,- Hà Nội,Nhân viên
BrSE BA,CÔNG TY TNHH VERISERVE VIỆT NAM,"- Hà Nội: Tầng 23 & Tầng 26 tòa nhà Handico Phạm Hùng, Mễ Trì, Nam Từ Liêm, Nam Từ Liêm",Nhân viên
BrSE PO Tiếng Nhật,CÔNG TY CỔ PHẦN DEHA VIỆT NAM,"- Hà Nội: Tòa nhà Sông Đà, Phạm Hùng, Mỹ Đình 1, Nam Tu Liem, Ha Noi, Nam Từ Liêm",Nhân viên
Python Developer,Công ty Cổ phần JVB Việt Nam,"- Hà Nội: Tòa Roman Plaza, Tố Hữu, Nam Từ Liêm",Nhân viên
Unity Developer,SonatGame Studio,"- Hà Nội: Tầng 10 - Tòa The West - 265 Cầu Giấy, Cầu Giấy",Nhân viên
Front End Developer ReactJS Angular,CÔNG TY CỔ PHẦN BUCA,"- Hà Nội: Tòa nhà Hoa Anh Đào, ngõ 33 Lưu Hữu Phước, Nam Từ Liêm, Từ Liêm",Nhân viên
Chuyên Viên Vận Hành Hệ Thống ERP,Công ty TNHH TM & XNK Nhất Lâm,"- Hà Nội: H18+19 Ngõ 68 Trung Kín, Cầu Giấy",Nhân viên
Chuyên Viên Phân Tích Nghiệp Vụ,Công ty Cổ phần Tập đoàn Karofi,"- Hà Nội: 117 Trần Duy Hưng - Tòa Charmvit Tower - Cầu Giấy, Cầu Giấy",Trưởng nhóm
Data Engineer,Công ty Cổ phần Tập đoàn Meey Land,"- Hà Nội: 97-99 Láng Hạ, Đống Đa",Trưởng nhóm
Data Engineer Dự Án Banking,CÔNG TY CỔ PHẦN PARALINE SOFTWARE,"- Hà Nội: 79 Dịch Vọng Hậu, Cầu Giấy",Trưởng nhóm
,Công ty TNHH LTS Global Digital Services,"- Hà Nội: 30/304 Hồ Tùng Mậu, Bắc Từ Liêm, Bắc Từ Liêm",Nhân viên
Kỹ Sư Giải Pháp Phần Mềm Software Developer Hà Nội,CÔNG TY CỔ PHẦN DỊCH  VỤ CÔNG NGHỆ TIN HỌC HPT,"- Hà Nội: Số 1 Thái Hà, Phường Trung Liệt, Đống Đa",Nhân viên
Fullstack,CÔNG TY TNHH TÍCH HỢP CRM,"- Hà Nội: tầng 5, toà nhà AC Building, số 3 ngõ 78 Duy Tân, Cầu Giấy",Nhân viên
System Admin,VNDIRECT,"- Hà Nội: 43 Lê Văn Lương, Thanh Xuân",Nhân viên
Frontend Developer Bank,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,"- Hà Nội: 19-21 Vũ Trọng Phụng, Thanh Xuân, Thanh Xuân",Trưởng nhóm
Chuyên Viên Phân Tích Dữ Liệu Senior Business Analyst Tài Chính Ngân Hàng,Công ty Cổ Phần Giải Pháp Quản Lý SSG,"- Hà Nội: Số 18 Lê Văn Lương, Yên Hòa, Cầu Giấy, Thanh Xuân",Nhân viên
Nhân Viên Vận Hành,Công ty cổ phần dịch vụ và giải pháp công nghệ giáo dục PHX,"- Hà Nội: Nguyễn văn Trác - Yên Nghĩa - Hà Đông, Hà Đông",Nhân viên
2D UI/UX Artist Game,CÔNG TY TNHH CÔNG NGHỆ NHẬN THỨC MÁY HORUS AI,"- Hà Nội: tòa Ct2D, VOV, Mễ Trì, Nam Từ Liêm, Nam Từ Liêm",Nhân viên
,Cty Cổ phần Blueco toàn cầu,"- Hà Nội: Duy Tân, Cầu Giấy",Nhân viên
Thực Tập Sinh Kỹ Sư Cầu Nối BrSE,CÔNG TY TNHH BZCOM,"- Hà Nội: B5/D7 Ngõ 25 Thọ Tháp, P Dịch Vọng, Cầu Giấy",Thực tập sinh
Devops Engineer,"TECHVIFY SOFTWARE., JSC","- Hà Nội: Tầng 9, tháp A, tòa HUDTOWER, số 37 Lê Văn Lương, Phường Thanh Xuân, Thanh Xuân",Nhân viên
,FPT Software,"- Hà Nội: FPT Building, 17 Duy Tân Str., Cầu Giấy District, Hanoi, Cầu Giấy",Trưởng/Phó phòng
,Công Ty Cổ Phần Thương Mại Cơ Khí Và Xây Dựng Việt Nhật,"- Hà Nội: Khu đô thị Louis City, Phường Đại Mỗ, Nam Từ Liêm",Nhân viên
Manual Tester QA/QC,Ngân hàng TMCP Hàng Hải Việt Nam (MSB),"- Hà Nội: Hội sở MSB, Đống Đa",Nhân viên
Fullstack Web Developer Python Reactjs,CÔNG TY TNHH MUMESOFT INNOVATION,"- Hà Nội: Tầng 6, số 12 Mễ Trì Hạ, phường Mễ Trì, Nam Từ Liêm",Trưởng nhóm
Business Analyst Intern,FPT Smart Cloud (FCI),"- Hà Nội: FPT Tower, số 10 Phạm Văn Bạch, Cầu Giấy",Trưởng nhóm
An Toàn Thông Tin,CÔNG TY CỔ PHẦN CHỨNG KHOÁN DẦU KHÍ (PSI),"- Hà Nội: Tầng 2 Tòa nhà Hanoitourist, số 18 Lý Thường Kiệt, Hoàn Kiếm",Nhân viên
